GaugeID,Stream Order,Maximal Flow Length,Downvalley Length,Drainage Area,Catchment Relief,Catchment Length,Catchment Perimeter,Sinuosity Index,Form Factor,Relief Ratio,Elongation Ratio,Circularity Ratio,Lemniscates Value,Drainage Texture,Drainage Density,Compactness Coefficient,Wandering Ratio,Fitness Ratio,Basin Magnitude,Channel Frequency,Drainage Intensity,Infiltration Number,Ruggedness Number,No. of Firstorder Streams,No. of Secondorder Streams,No. of Thirdorder Streams,No. of Fourthorder Streams,No. of Fifthorder Streams,No. of Sixthorder Streams,No. of Seventhorder Streams,No. of Eigthorder Streams,Firstorder Streams Length,Secondorder Streams Length,Thirdorder Streams Length,Fourthorder Streams Length,Fifthorder Streams Length,Sixthorder Streams Length,Seventhorder Streams Length,Eighthorder Streams Length,Firstorder Streams  Mean  Length,Secondorder Streams  Mean Length,Thirdorder Streams Mean Length,Fourthorder Streams Mean Length,Fifthorder Streams Mean Length,Sixthorder Streams Mean Length,Seventhorder Streams Mean Length,Eighthorder Streams Mean Length,FirstSecond Stream Length Ratio,SecondThird Stream Length Ratio,ThirdForth Stream Length Ratio,FourthFifth Stream Length Ratio,FifthSixth Stream Length Ratio,SixthSeventh Stream Length Ratio,SeventhEighth Stream Length Ratio,FirstSecond Bifurcation Ratio,SecondThird Bifurcation Ratio,ThirdForth Bifurcation Ratio,FourthFifth Bifurcation Ratio,FifthSixth Bifurcation Ratio,Sixthseventh Bifurcation Ratio,SeventhEighth Bifurcation Ratio,Annual Mean Temperature,Mean Diurnal Range,Isothermality,Temperature Seasonality,Max Temperature of Warmest Month,Min Temperature of Coldest Month,Temperature Annual Range,Mean Temperature of Wettest Quarter,Mean Temperature of Driest Quarter,Mean Temperature of Warmest Quarter,Mean Temperature of Coldest Quarter,Annual Precipitation,Precipitation of Wettest Month,Precipitation of Driest Month,Precipitation Seasonality,Precipitation of Wettest Quarter,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Coldest Quarter,KoppenGeiger Climate Type,2015_GDP_PPP,2010_GDP_PPP,2005_GDP_PPP,2000_GDP_PPP,1995_GDP_PPP,1990_GDP_PPP,2010_GDP_PC_PPP,2015_GDP_PC_PPP,2005_GDP_PC_PPP,2000_GDP_PC_PPP,1995_GDP_PC_PPP,1990_GDP_PC_PPP,Night Light,Road Density,Urban percentage,2010_HDI,2015_HDI,2005_HDI,2000_HDI,1995_HDI,1990_HDI,Population Count,Population Density,Land cover,Soil type,lithology type
INDOFLOODS-gauge-922,7,1208645.125,795633.875,273897.3125,1321,815825.8125,3884693.75,1.51909709,0.411521852,0.001619218,8.30E-12,0.22807835,2.430004597,0.001204728,0.000162616,2.108793974,1.481498957,0.311130106,3689,1.71E-08,0.000105074,2.78E-12,0.214816079,3689,776,163,37,10,4,1,,23515590,10145404,5256495,2702308.75,1686823.875,920850.8125,312683.375,,6374.516113,13073.97461,32248.43555,73035.375,168682.3906,230212.7031,312683.375,,0.431433111,0.518115878,0.514089465,0.624215841,0.545908093,0.339559197,,4.753866196,4.760735989,4.405405521,3.700000048,2.5,4,,26.341066,12.403393,44.538156,409.755664,40.842927,12.944288,27.898639,26.355814,22.612598,31.887946,21.394549,1103.570165,314.840316,3.957258,124.851266,804.377479,17.027832,186.864956,25.595284,Tropical,168905757.1,122527407.5,82523473.55,57094641.88,47345664.18,33935810.8,5734.617805,7458.97048,4123.647958,3083.52135,2829.756242,2270.177602,2.720646,341.470896,6.707276801,0.648917077,0.698145318,0.599688941,0.552698386,0.51465839,0.478856063,64675330,235.11226,Cropland,Vertisols,No dominant class
INDOFLOODS-gauge-925,7,1230233.375,800062.625,277813.9063,1332,821175.5625,3961574.75,1.537671328,0.411985517,0.001622065,8.19E-12,0.222447813,2.427269697,0.001196746,0.00016259,2.135315657,1.498136878,0.310541511,3736,1.71E-08,0.000104959,2.77E-12,0.216570228,3736,786,166,38,10,4,1,,23891160,10238744,5361914,2736072.5,1686823.875,920850.8125,334271.625,,6394.850098,13026.3916,32300.6875,72001.90625,168682.3906,230212.7031,334271.625,,0.428557843,0.523688674,0.510279059,0.616512835,0.545908093,0.363003016,,4.753180504,4.734939575,4.368421078,3.799999952,2.5,4,,26.358732,12.380064,44.537485,409.023878,40.830551,12.984635,27.845916,26.374054,22.628333,31.894659,21.418395,1103.182273,314.663489,3.930087,124.744121,803.359645,16.951064,187.238494,25.579734,Tropical,168475263.2,122215202.8,82263946.48,56933073.45,47162810.08,33813221.33,5730.377056,7453.454573,4117.002552,3079.835387,2821.525584,2263.888206,2.732595,339.138793,6.675582805,0.648353325,0.697538799,0.599167956,0.552218225,0.514211276,0.478440054,65331200,234.166174,Cropland,Vertisols,No dominant class
INDOFLOODS-gauge-939,5,579353.625,275662.1875,22715.89258,425,279294.0313,1049063.25,2.101679802,0.291210145,0.001521694,8.42E-11,0.259379894,3.433946371,0.00037748,0.000158034,1.977461338,2.074350119,0.552258074,317,1.74E-08,0.00011031,2.75E-12,0.067164361,317,63,13,2,1,,,,1916524.625,837417.5625,298751,226422.0625,310763.25,,,,6045.818848,13292.3418,22980.8457,113211.0313,310763.25,,,,0.436945885,0.356752723,0.757895589,1.372495413,,,,5.031745911,4.846153736,6.5,2,,,,26.1085,12.911024,48.319526,362.063876,40.221956,13.507607,26.714349,25.489794,23.168957,30.975616,21.86312,917.578228,219.275373,1.601842,114.619608,619.957561,9.272279,143.14021,26.294345,Tropical,222101108.9,161180664.1,107941242.1,74660148.98,58827252.85,42058115.53,6092.576448,7924.564467,4337.914687,3216.652646,2798.442739,2229.455017,4.296402,328.405109,7.531917624,0.664242546,0.714633417,0.613851787,0.565751463,0.526813075,0.490165207,6794415,308.881689,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-943,5,258846.25,153669.2813,12880.31641,500,171142.7656,588089,1.684437156,0.439753652,0.002921537,1.83E-10,0.468004763,2.274000406,0.000357089,0.0001637,1.472146511,1.512458086,0.440148085,166,1.63E-08,9.96E-05,2.67E-12,0.081849754,166,33,8,2,1,,,,1147896.125,512583.2188,254142.3594,149434.0625,44445.69531,,,,6915.037109,15532.8252,31767.79492,74717.03125,44445.69531,,,,0.446541458,0.495807022,0.587993503,0.29742679,,,,5.030303001,4.125,4,2,,,,27.234972,12.049865,44.680895,383.795396,41.219325,14.253748,26.965577,27.036453,24.018108,32.452251,22.583246,934.939633,241.665352,4.91233,114.797451,638.496149,17.479617,173.1677,30.003569,Tropical,253412612.4,183375787.8,113239457.1,81248546.76,57576815.1,42702524.43,5335.8296,6940.27,3536.082,2738.8457,2112.2751,1718.3323,7.793734,369.597484,12.31185707,0.5962417,0.6414739,0.5510096,0.5078335,0.47288138,0.43998528,4707247,365.431261,Cropland,No dominant class,Metamorphics
INDOFLOODS-gauge-944,3,74233.51563,51657.87109,1246.797119,320,56497.32031,189178.1875,1.437022328,0.390607059,0.005663985,1.78E-09,0.437787682,2.560117483,0.000163867,0.000161295,1.522104263,1.313929796,0.392399967,26,2.49E-08,0.000154151,4.01E-12,0.051614247,26,4,1,,,,,,123321.2813,44967.64844,32812.61719,,,,,,4743.125977,11241.91211,32812.61719,,,,,,0.36463818,0.72969389,,,,,,6.5,4,,,,,,24.369713,10.271347,46.011247,381.059207,32.347634,10.024035,22.323599,27.394417,18.60138,27.412993,18.60138,2194.139477,458.129514,5.202989,83.868398,1144.525529,41.776463,1139.770859,41.776463,Tropical,160471366,115493434.9,93828384,67207706.59,35211597.46,28517917.83,3643.4976,4739.0674,3189.4104,2475.652,1429.769,1289.9675,2.758793,285,22.76159655,0.58,0.624,0.536,0.494,0.46,0.428,317448.1608,251.280174,Mosaic vegetation,Acrisols,Siliciclastic sedimentary rocks
INDOFLOODS-gauge-97,3,37359.73438,29472.03906,715.0139771,640,33009,144497.75,1.2676332,0.656220496,0.019388651,4.02E-09,0.430330604,1.523877978,7.61E-05,0.000148417,1.535235643,1.131804466,0.258548886,8,1.54E-08,0.000103656,2.28E-12,0.094986826,8,2,1,,,,,,65963.39063,38885.82031,1270.963135,,,,,,8245.423828,19442.91016,1270.963135,,,,,,0.58950609,0.032684486,,,,,,4,2,,,,,,21.921374,9.491225,47.02378,290.192629,31.656095,11.472122,20.183973,22.398721,18.410948,25.546934,18.062058,1371.683973,273.029345,5.784424,91.524676,750.30474,22.230248,304.943567,56.531603,Temperate,114051538,83130415.25,51951272.25,37715376,27010339,20283372.25,5335.8296,6940.27,3536.082,2738.8457,2112.2751,1718.3323,0.413438,129.888889,6.903353057,0.5962417,0.6414739,0.5510096,0.5078335,0.47288138,0.43998528,91129.39355,125.753426,Mosaic vegetation,Cambisols,No dominant class
INDOFLOODS-gauge-1010,4,254902.5781,186492.8281,10008.26074,6876,200483.4688,636124.9375,1.366822362,0.24900122,0.034297094,1.77E-10,0.310801864,4.016044617,0.000293967,0.000152923,1.806484938,1.271439433,0.400711507,152,1.87E-08,0.000122183,2.86E-12,1.051497459,152,28,6,1,,,,,765858.0625,424673.7188,141773.3125,198186.6719,,,,,5038.540039,15166.91895,23628.88477,198186.6719,,,,,0.554507077,0.333840549,1.397912383,,,,,5.428571224,4.666666508,6,,,,,8.313595,10.308288,43.501855,503.080673,18.384286,-5.365052,23.749338,14.007419,2.790656,14.021087,1.762993,1134.186099,281.005642,6.448849,102.074082,698.919663,25.061456,687.692267,32.62547,No dominant class,11604603.96,8883316.555,6276351.351,4815859.954,3575717.461,2734575.225,6324.253538,7434.941814,4463.939534,3524.002829,2867.769386,2296.390515,0.187141,49.171875,0.665448852,0.570719046,0.605958978,0.549115593,0.5277753,0.506859696,0.488529287,209858.2773,20.618854,Forest,Luvisols,No dominant class
INDOFLOODS-gauge-1012,2,28677.87305,24133.48633,148.7983093,1182,31551.42578,74100.8125,1.188302159,0.149472058,0.037462648,9.21E-09,0.340535134,6.69021368,4.05E-05,0.000190618,1.725818872,0.908924818,0.387011588,2,2.02E-08,0.000105769,3.84E-12,0.225310639,2,1,,,,,,,8943.485352,19420.17188,,,,,,,4471.742676,19420.17188,,,,,,,2.171432257,,,,,,,2,,,,,,,24.790434,9.98682,48.849856,371.202542,32.286735,11.845918,20.440816,28.280442,20.179507,28.30119,19.417687,3145.326531,773.193878,4.030612,108.335506,2026.831633,26.076531,1746.882653,30.52551,Temperate,126392725,94336815,66063122,52610092,37085203,29711411,5236.933,6394.4445,3775.6001,3089.11955,2424.11925,2042.92005,1.235995,139.5,26.26262626,0.5960961,0.637120665,0.56217515,0.52942157,0.50101055,0.47497655,43702.44413,289.760264,No dominant class,Cambisols,No dominant class
INDOFLOODS-gauge-367,3,110138.3594,72794.03125,2010.45813,1073,75755.35156,265037.7188,1.513013601,0.350322783,0.014164016,1.04E-09,0.359657824,2.854510307,0.000116964,0.000142021,1.679311991,1.453868985,0.415557295,25,1.54E-08,0.000108571,2.19E-12,0.15238826,25,5,1,,,,,,134705.5156,83566.57813,67254.66406,,,,,,5388.220703,16713.31641,67254.66406,,,,,,0.620364904,0.804803371,,,,,,5,5,,,,,,22.266737,9.158775,55.494648,168.881176,31.318406,14.803081,16.515325,21.280944,21.553054,24.861079,20.825116,3009.270748,1092.465078,0.942482,133.450549,2312.396467,11.032046,216.754725,784.663928,Tropical,37350580.23,27279411.14,19497366.68,13494037.28,9718482.05,7248834.45,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.431458,327.68,1.585014409,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,294701.7346,149.971082,No dominant class,No dominant class,Metamorphics
INDOFLOODS-gauge-370,1,3461.544189,2699.78125,24.7110157,117,5290.930664,16920.5918,1.282157302,0.882727087,0.022113312,1.35E-07,1.084599376,1.132852912,5.91E-05,8.81E-05,0.967033446,0.654241085,0.204575837,1,4.05E-08,0.00045919,3.57E-12,0.01031106,1,,,,,,,,2177.75,,,,,,,,2177.75,,,,,,,,,,,,,,,,,,,,,,23.805996,10.071341,54.322037,191.810209,33.77561,15.236585,18.539025,22.89878,22.559349,26.776423,22.09065,1713.317073,646,0,135.414299,1273.04878,5.02439,135,39.95122,Tropical,56520908,41348280,29622982,20541534,14811412,11062698,5101.6587,6635.686,3835.7205,2808.6616,2185.2522,1772.2565,0.030009,408,0,0.65422714,0.7038582,0.60459614,0.55722106,0.5188698,0.48277453,3697.688812,108.03121,No dominant class,Luvisols,No dominant class
INDOFLOODS-gauge-421,3,38851.53125,31247.55859,782.3994141,938,36598.94922,132942.1094,1.243346095,0.584105492,0.025629152,3.46E-09,0.556305349,1.712019563,8.27E-05,0.000144368,1.350266695,1.061547756,0.292243987,8,1.41E-08,9.74E-05,2.03E-12,0.135417551,8,2,1,,,,,,49088.09766,62573.20703,1292.441772,,,,,,6136.012207,31286.60352,1292.441772,,,,,,1.274712443,0.020654876,,,,,,4,2,,,,,,26.682239,7.692636,64.563852,130.660543,33.313767,21.396585,11.917183,25.426983,27.438474,28.61238,25.425649,3144.925293,823.85699,4.399146,102.230445,1969.289221,52.877268,398.239061,1943.094984,Tropical,415421693.6,304180596,209018937.1,136522341.3,87250790.1,61561457.21,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,7.41287,313.625,34.74264706,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,675679.096,863.635751,Mosaic vegetation,No dominant class,No dominant class
INDOFLOODS-gauge-422,3,57049.73047,39977.56641,883.2365112,1597,45676.47266,142747.0313,1.427043557,0.423342526,0.034963295,2.61E-09,0.544694126,2.36215353,0.000133103,0.000157396,1.364582539,1.248996019,0.399656147,15,2.15E-08,0.000136673,3.39E-12,0.251360714,15,3,1,,,,,,71468.1875,43653.73828,23895.58203,,,,,,4764.545898,14551.24609,23895.58203,,,,,,0.610813558,0.54738915,,,,,,5,3,,,,,,25.578059,7.530524,66.125401,99.79244,31.397911,20.005888,11.392023,25.321558,25.37868,27.053165,24.499224,1983.19943,313.08642,34.969611,57.573687,794.213675,151.076923,365.723647,357.504274,Tropical,212392720.4,155488236.1,106822377.7,69768025.85,44595932.48,31471485.3,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,1.863191,404.1,8.82852292,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,328905.8682,373.132088,No dominant class,Acrisols,No dominant class
INDOFLOODS-gauge-426,1,4791.354004,4597.560059,47.73057938,769,7830.400879,23847.99023,1.042151451,0.778446376,0.098206975,6.55E-08,1.054636955,1.284609914,4.19E-05,7.33E-05,0.980674028,0.61189127,0.200912282,1,2.10E-08,0.000285948,1.54E-12,0.056343343,1,,,,,,,,3497.139648,,,,,,,,3497.139648,,,,,,,,,,,,,,,,,,,,,,25.797295,7.917982,67.135591,102.0393,31.870175,20.075439,11.794737,25.372807,25.521053,27.371637,24.811111,2473.245614,499.45614,26.719298,71.30373,1213.736842,134.631579,411.175439,301.578947,Tropical,148267700,109497490,76318870,50559188,32745972,23449444,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,0.809437,282,3.225806452,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,16275.97752,336.43539,No dominant class,Acrisols,No dominant class
INDOFLOODS-gauge-434,3,64526.55078,46699.66406,1090.711304,1639,50149.62891,179677.1563,1.381734848,0.433684975,0.032682195,2.14E-09,0.424554974,2.30582118,0.000105745,0.000152574,1.545642972,1.286680579,0.359124959,14,1.74E-08,0.000114173,2.66E-12,0.250068545,14,4,1,,,,,,43739.68359,90008.25781,32666.07813,,,,,,3124.263184,22502.06445,32666.07813,,,,,,2.057816744,0.362923115,,,,,,3.5,4,,,,,,23.769146,7.7926,65.070235,105.366748,29.846089,17.864877,11.981212,23.582426,23.471511,25.300665,22.61443,2163.802914,392.844325,34.489264,62.111838,953.269939,149.588957,361.201687,356.062117,Tropical,62586476.71,46564892.93,32861633.07,22044714.46,14453079.46,10487350.01,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,0.806248,203.428571,14.06044678,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,242494.7626,220.229517,Forest,Cambisols,Acid plutonic rocks
INDOFLOODS-gauge-445,2,25263.28711,21335.88867,183.9282227,680,28165.16211,81032.67969,1.184074759,0.231858954,0.024143301,9.28E-09,0.351996094,4.312966824,3.70E-05,0.000178251,1.697490096,0.896969378,0.311766654,2,1.63E-08,9.15E-05,2.91E-12,0.12121091,2,1,,,,,,,30570.8418,2214.609863,,,,,,,15285.4209,2214.609863,,,,,,,0.072441898,,,,,,,2,,,,,,,27.102197,8.042727,67.375874,112.0084,33.441364,21.504091,11.937273,26.243939,26.869394,28.842803,26.224242,3131.795455,741.25,12.486364,91.154545,1826.513636,87.518182,463.568182,1571.095455,Tropical,479133470,351504350,242311320,158775530,101780333,72057626,6329.4634,8232.682,4635.839,3245.9465,2198.1104,1649.214,6.206465,173,47.4137931,0.9958371,1,0.9202909,0.8481785,0.7898019,0.7348591,121183.5368,650.075467,Cropland,Cambisols,No dominant class
INDOFLOODS-gauge-485,6,831192.6875,510814.8125,61992.69531,1006,546030.6875,2196999.25,1.627189875,0.207924858,0.001842387,2.61E-11,0.161395177,4.809429646,0.000471552,0.000168761,2.506864548,1.522245407,0.378330886,803,1.67E-08,9.90E-05,2.82E-12,0.169773534,803,173,45,11,3,1,,,5138545.5,2823969.25,1327622.75,422155.1563,345153.2813,404501.125,,,6399.185059,16323.52148,29502.72852,38377.74219,115051.0938,404501.125,,,0.549565852,0.47012648,0.317978263,0.817598164,1.171946287,,,4.641618729,3.844444513,4.090909004,3.666666746,3,,,25.36903,12.913294,41.912266,494.948824,41.398607,10.584881,30.813726,26.100752,25.243653,31.949818,19.308279,1232.298943,390.816703,3.974049,142.722863,1005.592995,22.95605,132.351211,31.963204,Tropical,62481730.68,45117246.82,31363561.77,24599896.91,23948699.49,21180821.68,2990.2112,3889.343,2227.44,1882.7871,1810.0876,1581.1671,1.576319,283.888041,5.026321006,0.473934459,0.50988816,0.437980838,0.403661428,0.375879061,0.349730966,11100030,178.465919,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-626,5,295467.4063,189771.0313,14911.73242,879,203021.7656,662235.375,1.556967854,0.361778617,0.004329585,1.43E-10,0.427280635,2.764121294,0.000354859,0.000157318,1.540705204,1.455348372,0.446166754,186,1.58E-08,0.000100175,2.48E-12,0.138282731,186,39,7,2,1,,,,1119897.75,709349.75,296716.4688,95663.32813,124260.2188,,,,6020.955566,18188.45508,42388.06641,47831.66406,124260.2188,,,,0.633405805,0.418293625,0.32240653,1.298932672,,,,4.769230843,5.571428776,3.5,2,,,,24.816228,12.945148,52.499026,289.143911,37.12452,12.482875,24.641645,24.663163,23.39682,28.620459,21.397075,960.403614,327.786354,0.578803,111.449504,661.346386,4.473355,159.797357,21.626537,Arid,492710243.4,352536987.7,236667255,157054231.7,131801291.2,89575071.53,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,9.279305,484.734807,15.50540668,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,8628607,577.20141,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-665,2,56723.38672,41795.28125,463.0830688,702,47529.91406,146723.7656,1.357172012,0.204986304,0.014769646,3.47E-09,0.270313561,4.878374577,4.09E-05,0.000170383,1.937056303,1.19342494,0.386599869,5,1.30E-08,7.60E-05,2.21E-12,0.119609036,5,1,,,,,,,28990.97656,49910.61328,,,,,,,5798.195313,49910.61328,,,,,,,1.721591353,,,,,,,5,,,,,,,25.902531,12.058813,44.088907,414.356687,40.53181,13.200508,27.331303,25.449549,27.477665,31.718669,21.104287,1035.345178,301.878173,4.228426,129.839636,778.382403,17.724196,162.676819,33.664975,Tropical,39765841.92,29252203.03,20555877.92,14269308.33,12566153,9067334.617,7055.1577,9176.586,5155.1304,3743.8674,3565.661,2801.1133,1.013629,244.166667,3.244837758,0.72103643,0.7757358,0.6663372,0.6141242,0.5718565,0.53207517,55382.27201,117.003369,Forest,No dominant class,Basic volcanic rocks
INDOFLOODS-gauge-705,5,467113.3438,230699.5,25141.4375,976,260391.6094,1115021.75,2.024769545,0.370796919,0.003748201,8.59E-11,0.254116744,2.69689393,0.000404476,0.00016248,1.997834563,1.793887854,0.41892755,350,1.79E-08,0.000110404,2.91E-12,0.158580795,350,81,16,3,1,,,,2023504,1066558.625,498024.6875,272922.6875,223978.8438,,,,5781.439941,13167.39063,31126.54297,90974.22656,223978.8438,,,,0.527085006,0.46694544,0.548010349,0.820667744,,,,4.320987701,5.0625,5.333333492,3,,,,24.930918,10.997964,40.481259,462.131545,38.432025,11.268237,27.163788,26.673877,18.941923,30.521272,18.888045,1418.548342,388.626806,3.697002,122.442315,999.669298,29.469628,272.108633,41.524101,Tropical,59318848.6,42813694.62,27693820.33,20307994.52,15922413.48,12981264.97,2488.957373,3237.366464,1737.305213,1396.898759,1216.049129,1123.459765,2.135019,320.137931,10.84938942,0.474363956,0.510350189,0.438377741,0.404027219,0.376219701,0.350047894,5111498,202.837023,No dominant class,No dominant class,Metamorphics
INDOFLOODS-gauge-833,2,7003.78125,6648.701172,73.23088074,820,10498.13184,37871.02734,1.053405881,0.66446209,0.078109138,3.95E-08,0.641637802,1.504976749,7.92E-05,9.56E-05,1.257277608,0.667145491,0.184937716,2,4.10E-08,0.000428345,3.92E-12,0.078423738,2,1,,,,,,,6082.256836,921.4500122,,,,,,,3041.128418,921.4500122,,,,,,,0.151498049,,,,,,,2,,,,,,,15.849565,9.869776,59.29617,139.713323,23.635821,6.991045,16.644776,15.627114,15.110697,17.623632,14.129851,1020.208955,170.865672,6.880597,65.771783,415.149254,28.895522,204.119403,160.149254,Temperate,453267870,329061150,225841520,166133340,114460840,81358220,5806.023,7551.846,4264.65,3377.855,2495.1064,1911.3802,10.163484,556,26.82926829,0.71851534,0.7730234,0.6640073,0.61197686,0.569857,0.5302148,13337.82758,236.02081,Mosaic vegetation,Luvisols,No dominant class
INDOFLOODS-gauge-877,5,449046.625,285309.1875,42438.83984,1528,293893.625,1361739.25,1.573894739,0.491341174,0.00519916,5.86E-11,0.287597746,2.035245657,0.000514049,0.000157515,1.87794745,1.527922273,0.329759628,547,1.65E-08,0.000104716,2.60E-12,0.240682781,547,119,27,6,1,,,,3482557.25,1592847.625,925681.4375,490570.8438,193092.6875,,,,6366.649414,13385.27441,34284.49609,81761.80469,193092.6875,,,,0.457378745,0.581148744,0.52995646,0.393608153,,,,4.59663868,4.407407284,4.5,6,,,,23.928766,10.212771,57.906425,189.880201,33.446572,15.803141,17.643431,23.245316,23.99785,26.684764,21.910149,1053.321307,297.895945,2.430949,94.73151,619.818319,13.752315,180.924952,164.677521,Tropical,238920592.7,172271418.4,119761710.4,81654911.6,56990666.33,41175240.02,5255.798349,6836.174071,3931.744424,2910.372361,2231.348449,1787.649412,4.779081,445.798039,16.26088139,0.67774758,0.726223627,0.626332271,0.577253984,0.537523945,0.500130993,18288780,429.516169,Cropland,No dominant class,Metamorphics
INDOFLOODS-gauge-130,4,163248.7344,120555.2969,7189.501953,766,125654.5547,599038.3125,1.354139924,0.455346853,0.006096078,3.33E-10,0.251767397,2.19612813,0.000185297,0.000166939,2.007134199,1.299186707,0.272518009,87,1.54E-08,9.25E-05,2.58E-12,0.127875373,87,19,4,1,,,,,673744.0625,280155.0625,152473.7344,93836.30469,,,,,7744.18457,14745.00293,38118.43359,93836.30469,,,,,0.415818214,0.544247627,0.615426004,,,,,4.578947544,4.75,4,,,,,24.234316,11.090413,44.715219,357.939935,36.242057,11.437641,24.804416,24.547673,20.055238,28.861819,19.607172,1501.279374,397.427501,7.020011,117.712371,1034.078032,25.139296,307.406708,38.221465,Tropical,90783642.85,65803515.66,41917214.21,28062109.21,22093663.21,16441836.99,3548.204874,4615.120753,2399.785427,1710.292016,1462.927735,1195.525825,1.182478,376.932584,11.71450737,0.461878938,0.496918028,0.426839867,0.393393427,0.366317775,0.340834811,1382314,191.221441,Cropland,Luvisols,No dominant class
INDOFLOODS-gauge-196,6,1170074.625,805070.125,86862.54688,1188,840734.9375,2785611.5,1.453382254,0.122889385,0.001413049,1.43E-11,0.140669942,8.137399673,0.000518019,0.000167921,2.685193062,1.391728282,0.420042276,1124,1.66E-08,9.89E-05,2.79E-12,0.199490666,1124,242,59,14,3,1,,,7348735,3882560.75,1776935.125,489316.4063,345153.2813,743383.125,,,6538.020508,16043.63965,30117.54492,34951.17188,115051.0938,743383.125,,,0.528330505,0.457670927,0.275371015,0.705378532,2.153776884,,,4.644628048,4.101695061,4.214285851,4.666666508,3,,,25.745652,13.232467,43.502604,473.611194,41.446083,10.988531,30.457552,26.316148,25.899643,32.071861,19.965586,1120.10603,352.171428,3.076208,141.055533,907.089412,17.821392,129.518727,26.691392,Tropical,66349964.2,47971396.79,33405321.08,26099650.03,25340152.45,22336078.24,3095.729733,4026.590096,2304.783194,1927.680159,1849.546979,1609.510157,1.319145,281.206709,6.423245131,0.479765024,0.516161043,0.443369084,0.408627461,0.380503303,0.35403352,17694680,202.580862,Cropland,Vertisols,Basic volcanic rocks
INDOFLOODS-gauge-208,3,44865.85547,33050.31641,757.8242188,596,37953.11328,128600.3281,1.357501507,0.526106477,0.015703587,3.39E-09,0.575829864,1.900755882,0.000124416,0.00016071,1.327177644,1.182139039,0.348878235,13,2.11E-08,0.000131374,3.39E-12,0.095782936,13,2,1,,,,,,78528.16406,26233.96484,17027.51758,,,,,,6040.62793,13116.98242,17027.51758,,,,,,0.334070772,0.649063826,,,,,,6.5,2,,,,,,25.424382,12.700868,51.794705,284.738942,37.038276,12.518086,24.520189,25.302015,23.574553,29.181949,21.902383,2358.392219,915.412198,0.537329,156.476237,1970.740273,3.330179,282.342797,5.560463,Tropical,87513390.2,64171053,45026656.6,30523954.6,26145880.75,18724337.45,6955.95888,9047.5588,5110.6972,3629.85882,3400.13286,2704.61056,0.150049,249.4,7.468123862,0.709691464,0.76353018,0.655852872,0.604461412,0.562858774,0.52370337,150872.7508,196.80317,Mosaic vegetation,Leptosols,No dominant class
INDOFLOODS-gauge-29,6,572100.6875,386962.3438,64017.37891,1487,389954.0938,1413298.5,1.478440166,0.420989156,0.003813269,3.59E-11,0.402754098,2.375358105,0.000763462,0.000163947,1.586924195,1.467097521,0.40479821,842,1.69E-08,0.000102806,2.76E-12,0.243788987,842,185,43,6,2,1,,,5508303.5,2695714.25,1311469.25,395859.9375,518155.375,65946.39844,,,6541.928223,14571.42871,30499.28516,65976.65625,259077.6875,65946.39844,,,0.489391029,0.486501575,0.301844627,1.308936119,0.127271473,,,4.551351547,4.302325726,7.166666508,3,2,,,25.396463,10.744284,55.465841,216.506056,35.851981,16.477877,19.374105,24.693599,25.220489,28.579781,23.129677,888.817316,258.047852,0.793609,97.609813,560.207341,5.966491,115.514914,90.523868,Arid,147827041.1,107228676.9,74716707.76,51375685.83,36591464.57,26972694.47,5127.34196,6669.091987,3802.856923,2801.004372,2177.24826,1766.342233,1.970453,360.825806,6.278768378,0.647867447,0.697016051,0.598718907,0.55180436,0.513825909,0.478081515,15478840,240.313451,Cropland,Vertisols,Metamorphics
