EventID,Start Date,End Date,Peak Flood Level (m),Peak FL Date,Num Peak FL,Peak Discharge Q (cumec),Peak Discharge Date,Flood Volume (cumec),Event Duration (days),Time to Peak (days),Recession Time (day),Flood Type
INDOFLOODS-gauge-427-106,2010-10-04,2010-10-04,5.28,2010-10-04,1,364.42,2010-10-04,364.42,1,1,1,Flood
INDOFLOODS-gauge-427-107,2010-10-07,2010-10-07,5.24,2010-10-07,1,380.98,2010-10-07,380.98,1,1,1,Flood
INDOFLOODS-gauge-427-108,2010-11-22,2010-11-24,5.77,2010-11-22,1,432.59,2010-11-22,1149.19,3,1,3,Flood
INDOFLOODS-gauge-427-109,2011-06-02,2011-06-04,6.17,2011-06-02,1,528.61,2011-06-02,1250.42,3,1,3,Severe Flood
INDOFLOODS-gauge-427-110,2011-06-06,2011-06-06,5.03,2011-06-06,1,339.46,2011-06-06,339.46,1,1,1,Flood
INDOFLOODS-gauge-427-111,2011-08-07,2011-08-08,6.56,2011-08-08,1,585.19,2011-08-08,1085.99,2,2,1,Severe Flood
INDOFLOODS-gauge-427-112,2011-09-03,2011-09-03,5.09,2011-09-03,1,328.52,2011-09-03,328.52,1,1,1,Flood
INDOFLOODS-gauge-427-113,2012-08-18,2012-08-19,6.03,2012-08-18,1,436.57,2012-08-18,775.17,2,1,2,Severe Flood
INDOFLOODS-gauge-427-114,2013-06-17,2013-06-18,5.51,2013-06-17,1,391.88,2013-06-17,758.26,2,1,2,Flood
INDOFLOODS-gauge-427-115,2013-06-25,2013-06-28,6.55,2013-06-27,1,579.17,2013-06-27,1889.97,4,3,2,Severe Flood
INDOFLOODS-gauge-427-116,2013-07-08,2013-07-11,5.88,2013-07-11,1,450.01,2013-07-11,1517.29,4,4,1,Flood
INDOFLOODS-gauge-427-117,2013-08-05,2013-08-07,7.24,2013-08-06,1,699.94,2013-08-06,1821.69,3,2,2,Severe Flood
INDOFLOODS-gauge-427-118,2013-09-18,2013-09-18,5.05,2013-09-18,1,346.7,2013-09-18,346.7,1,1,1,Flood
INDOFLOODS-gauge-427-119,2014-08-02,2014-08-06,7.21,2014-08-04,1,695.42,2014-08-04,2678.78,5,3,3,Severe Flood
INDOFLOODS-gauge-427-120,2014-08-23,2014-08-25,7.44,2014-08-24,1,732.7,2014-08-24,1797.51,3,2,2,Severe Flood
INDOFLOODS-gauge-427-121,2014-09-01,2014-09-03,5.23,2014-09-02,1,371.27,2014-09-02,1064.47,3,2,2,Flood
INDOFLOODS-gauge-427-122,2015-06-28,2015-06-28,5.84,2015-06-28,1,483.9,2015-06-28,483.9,1,1,1,Flood
INDOFLOODS-gauge-427-123,2017-06-27,2017-06-29,6.65,2017-06-28,1,601.09,2017-06-28,1363.62,3,2,2,Severe Flood
INDOFLOODS-gauge-427-124,2017-07-01,2017-07-02,8.19,2017-07-01,2,118.08,2017-07-01,236.16,2,1,2,Severe Flood
INDOFLOODS-gauge-427-125,2017-09-14,2017-09-14,5.62,2017-09-14,1,440.69,2017-09-14,440.69,1,1,1,Flood
INDOFLOODS-gauge-427-126,2017-09-18,2017-09-19,6.42,2017-09-18,1,576.98,2017-09-18,940.57,2,1,2,Severe Flood
INDOFLOODS-gauge-427-127,2018-06-11,2018-06-14,6.88,2018-06-11,1,669.84,2018-06-12,2002.7,4,1,4,Severe Flood
INDOFLOODS-gauge-427-128,2018-07-10,2018-07-11,5.36,2018-07-11,1,478.03,2018-07-11,712.66,2,2,1,Flood
INDOFLOODS-gauge-427-129,2018-07-15,2018-07-19,8.28,2018-07-16,1,844.19,2018-07-17,2980.17,5,2,4,Severe Flood
INDOFLOODS-gauge-427-130,2018-07-26,2018-07-26,5.93,2018-07-26,1,280.56,2018-07-26,280.56,1,1,1,Flood
INDOFLOODS-gauge-427-131,2018-07-31,2018-07-31,5.47,2018-07-31,1,225.52,2018-07-31,225.52,1,1,1,Flood
INDOFLOODS-gauge-427-132,2018-08-10,2018-08-10,6.36,2018-08-10,1,381.03,2018-08-10,381.03,1,1,1,Severe Flood
INDOFLOODS-gauge-427-133,2018-08-15,2018-08-19,9.28,2018-08-15,1,,,,5,1,5,Severe Flood
INDOFLOODS-gauge-427-134,2019-07-19,2019-07-22,5.74,2019-07-20,1,,,,4,2,3,Flood
INDOFLOODS-gauge-427-135,2019-08-08,2019-08-20,7.48,2019-08-09,1,,,,13,2,12,Severe Flood
INDOFLOODS-gauge-428-1,1986-08-09,1986-08-11,7.11,1986-08-10,1,565.0,1986-08-09,1499.6,3,2,2,Flood
INDOFLOODS-gauge-428-2,1991-06-06,1991-06-09,6.68,1991-06-08,1,622.5,1991-06-08,2337.3,4,3,2,Flood
INDOFLOODS-gauge-428-3,1994-08-02,1994-08-04,7.9,1994-08-03,1,819.9,1994-08-03,1974.7,3,2,2,Severe Flood
INDOFLOODS-gauge-428-4,1996-09-29,1996-09-29,6.27,1996-09-29,1,466.0,1996-09-29,466.0,1,1,1,Flood
INDOFLOODS-gauge-428-5,1997-07-25,1997-07-25,6.5,1997-07-25,1,530.4,1997-07-25,530.4,1,1,1,Flood
INDOFLOODS-gauge-428-6,1998-06-29,1998-06-29,6.6,1998-06-29,1,568.0,1998-06-29,568.0,1,1,1,Flood
INDOFLOODS-gauge-428-7,1998-10-13,1998-10-13,6.28,1998-10-13,1,532.3,1998-10-13,532.3,1,1,1,Flood
INDOFLOODS-gauge-428-8,1999-06-08,1999-06-08,6.41,1999-06-08,1,557.7,1999-06-08,557.7,1,1,1,Flood
INDOFLOODS-gauge-428-9,2000-08-25,2000-08-27,7.12,2000-08-26,1,505.22,2000-08-26,1426.53,3,2,2,Flood
INDOFLOODS-gauge-428-10,2001-07-09,2001-07-11,7.78,2001-07-09,1,690.19,2001-07-09,1731.43,3,1,3,Severe Flood
INDOFLOODS-gauge-428-11,2002-08-18,2002-08-18,6.5,2002-08-18,1,563.75,2002-08-18,563.75,1,1,1,Flood
INDOFLOODS-gauge-428-12,2005-08-02,2005-08-02,6.91,2005-08-02,1,548.31,2005-08-02,548.31,1,1,1,Flood
INDOFLOODS-gauge-428-13,2005-09-05,2005-09-08,7.17,2005-09-07,1,679.83,2005-09-07,2211.69,4,3,2,Severe Flood
INDOFLOODS-gauge-428-14,2007-06-23,2007-06-24,7.49,2007-06-23,1,706.17,2007-06-23,1268.07,2,1,2,Severe Flood
INDOFLOODS-gauge-428-15,2007-07-17,2007-07-18,6.53,2007-07-18,1,546.69,2007-07-17,1076.25,2,2,1,Flood
INDOFLOODS-gauge-428-16,2013-08-05,2013-08-07,7.18,2013-08-06,1,674.5,2013-08-06,1852.8,3,2,2,Severe Flood
INDOFLOODS-gauge-428-17,2014-08-02,2014-08-02,6.18,2014-08-02,1,509.6,2014-08-02,509.6,1,1,1,Flood
INDOFLOODS-gauge-428-18,2014-08-04,2014-08-05,6.83,2014-08-04,1,577.16,2014-08-04,1102.94,2,1,2,Flood
INDOFLOODS-gauge-428-19,2017-06-28,2017-06-28,6.17,2017-06-28,1,468.83,2017-06-28,468.83,1,1,1,Flood
INDOFLOODS-gauge-428-20,2017-09-18,2017-09-18,6.17,2017-09-18,1,463.94,2017-09-18,463.94,1,1,1,Flood
INDOFLOODS-gauge-428-21,2018-06-11,2018-06-14,7.85,2018-06-11,1,548.45,2018-06-12,1643.98,4,1,4,Severe Flood
INDOFLOODS-gauge-428-22,2018-07-15,2018-07-18,8.1,2018-07-16,1,726.42,2018-07-17,2003.35,4,2,3,Severe Flood
INDOFLOODS-gauge-428-23,2018-08-15,2018-08-19,9.4,2018-08-16,1,,,,5,2,4,Severe Flood
INDOFLOODS-gauge-428-24,2019-07-20,2019-07-22,6.74,2019-07-20,1,,,,3,1,3,Flood
INDOFLOODS-gauge-428-25,2019-08-08,2019-08-11,7.9,2019-08-09,1,,,,4,2,3,Severe Flood
INDOFLOODS-gauge-429-1,1978-06-17,1978-06-18,9.11,1978-06-18,1,89.8,1978-06-18,173.2,2,2,1,Flood
INDOFLOODS-gauge-429-2,1978-06-27,1978-06-28,9.16,1978-06-27,1,103.0,1978-06-27,196.0,2,1,2,Flood
INDOFLOODS-gauge-429-3,1978-07-12,1978-07-14,9.98,1978-07-12,1,177.5,1978-07-12,409.7,3,1,3,Flood
INDOFLOODS-gauge-429-4,1978-07-23,1978-08-01,11.94,1978-07-27,1,388.0,1978-07-27,2261.5,10,5,6,Severe Flood
INDOFLOODS-gauge-429-5,1978-08-11,1978-08-12,9.41,1978-08-11,1,123.3,1978-08-11,228.3,2,1,2,Flood
INDOFLOODS-gauge-429-6,1978-08-21,1978-08-22,9.21,1978-08-22,1,115.8,1978-08-22,230.8,2,2,1,Flood
INDOFLOODS-gauge-429-7,1978-08-28,1978-09-01,9.98,1978-08-30,1,179.0,1978-08-30,725.8,5,3,3,Flood
INDOFLOODS-gauge-429-8,1978-09-27,1978-09-27,9.08,1978-09-27,1,109.5,1978-09-27,109.5,1,1,1,Flood
INDOFLOODS-gauge-429-9,1978-11-01,1978-11-14,13.73,1978-11-07,1,680.0,1978-11-07,4320.4,14,7,8,Severe Flood
INDOFLOODS-gauge-429-10,1979-05-13,1979-05-13,9.13,1979-05-13,1,88.0,1979-05-13,88.0,1,1,1,Flood
INDOFLOODS-gauge-429-11,1979-06-17,1979-06-18,9.29,1979-06-18,1,125.0,1979-06-18,235.0,2,2,1,Flood
INDOFLOODS-gauge-429-12,1979-06-25,1979-06-25,9.38,1979-06-25,1,133.0,1979-06-25,133.0,1,1,1,Flood
INDOFLOODS-gauge-429-13,1979-06-29,1979-07-01,9.27,1979-06-30,1,124.0,1979-06-30,334.0,3,2,2,Flood
INDOFLOODS-gauge-429-14,1979-07-09,1979-07-15,10.5,1979-07-11,1,255.0,1979-07-11,1225.0,7,3,5,Severe Flood
INDOFLOODS-gauge-429-15,1979-07-29,1979-08-07,10.23,1979-08-04,1,201.9,1979-08-03,1466.1,10,7,4,Severe Flood
INDOFLOODS-gauge-429-16,1979-09-14,1979-09-18,9.88,1979-09-16,1,182.7,1979-09-16,702.1,5,3,3,Flood
INDOFLOODS-gauge-429-17,1979-10-11,1979-10-15,9.75,1979-10-14,1,177.9,1979-10-14,725.8,5,4,2,Flood
INDOFLOODS-gauge-429-18,1979-10-17,1979-10-18,10.03,1979-10-17,1,207.5,1979-10-17,340.9,2,1,2,Severe Flood
INDOFLOODS-gauge-429-19,1979-11-17,1979-11-21,9.4,1979-11-20,1,129.1,1979-11-20,589.6,5,4,2,Flood
INDOFLOODS-gauge-429-20,1980-06-21,1980-06-22,9.16,1980-06-21,2,125.0,1980-06-22,235.5,2,1,2,Flood
INDOFLOODS-gauge-429-21,1980-06-26,1980-06-27,9.69,1980-06-27,1,172.0,1980-06-27,300.3,2,2,1,Flood
INDOFLOODS-gauge-429-22,1980-07-02,1980-07-06,10.76,1980-07-04,1,269.9,1980-07-04,1102.7,5,3,3,Severe Flood
INDOFLOODS-gauge-429-23,1980-07-15,1980-07-17,9.55,1980-07-17,1,166.2,1980-07-16,429.2,3,3,1,Flood
INDOFLOODS-gauge-429-24,1980-07-28,1980-07-29,9.54,1980-07-28,1,159.7,1980-07-28,282.5,2,1,2,Flood
INDOFLOODS-gauge-429-25,1980-08-27,1980-08-28,9.66,1980-08-27,1,165.0,1980-08-27,274.2,2,1,2,Flood
INDOFLOODS-gauge-429-26,1980-10-11,1980-10-16,10.16,1980-10-13,1,223.1,1980-10-13,976.1,6,3,4,Severe Flood
INDOFLOODS-gauge-429-27,1980-11-17,1980-11-17,9.13,1980-11-17,1,132.0,1980-11-17,132.0,1,1,1,Flood
INDOFLOODS-gauge-429-28,1981-06-04,1981-06-10,11.4,1981-06-07,1,349.4,1981-06-07,1639.4,7,4,4,Severe Flood
INDOFLOODS-gauge-429-29,1981-06-12,1981-06-21,11.3,1981-06-18,1,344.3,1981-06-18,2172.0,10,7,4,Severe Flood
INDOFLOODS-gauge-429-30,1981-07-12,1981-07-13,9.78,1981-07-12,1,182.9,1981-07-12,302.4,2,1,2,Flood
INDOFLOODS-gauge-429-31,1981-07-24,1981-07-31,11.13,1981-07-28,1,317.0,1981-07-28,1606.3,8,5,4,Severe Flood
INDOFLOODS-gauge-429-32,1981-08-10,1981-08-14,11.15,1981-08-11,1,341.6,1981-08-11,1127.7,5,2,4,Severe Flood
INDOFLOODS-gauge-429-33,1981-08-17,1981-08-25,9.91,1981-08-19,1,198.0,1981-08-19,1417.8,9,3,7,Flood
INDOFLOODS-gauge-429-34,1981-09-09,1981-09-27,11.84,1981-09-21,1,429.9,1981-09-22,5407.0,19,13,7,Severe Flood
INDOFLOODS-gauge-429-35,1981-10-21,1981-10-21,9.03,1981-10-21,1,109.9,1981-10-21,109.9,1,1,1,Flood
INDOFLOODS-gauge-429-36,1981-10-26,1981-10-26,9.07,1981-10-26,1,116.0,1981-10-26,116.0,1,1,1,Flood
INDOFLOODS-gauge-429-37,1981-10-30,1981-10-30,9.27,1981-10-30,1,131.6,1981-10-30,131.6,1,1,1,Flood
INDOFLOODS-gauge-429-38,1981-11-03,1981-11-03,9.01,1981-11-03,1,116.6,1981-11-03,116.6,1,1,1,Flood
INDOFLOODS-gauge-429-39,1982-06-19,1982-06-20,9.45,1982-06-19,1,142.5,1982-06-19,275.5,2,1,2,Flood
INDOFLOODS-gauge-429-40,1982-06-24,1982-06-29,9.58,1982-06-29,1,150.5,1982-06-28,786.1,6,6,1,Flood
INDOFLOODS-gauge-429-41,1982-08-07,1982-08-08,9.56,1982-08-08,1,152.0,1982-08-08,273.2,2,2,1,Flood
INDOFLOODS-gauge-429-42,1982-11-05,1982-11-05,9.11,1982-11-05,1,127.4,1982-11-05,127.4,1,1,1,Flood
INDOFLOODS-gauge-429-43,1983-08-17,1983-08-23,11.39,1983-08-21,1,382.2,1983-08-21,1524.6,7,5,3,Severe Flood
INDOFLOODS-gauge-429-44,1983-09-19,1983-09-21,9.26,1983-09-20,1,153.5,1983-09-20,413.2,3,2,2,Flood
INDOFLOODS-gauge-429-45,1983-09-23,1983-09-26,9.6,1983-09-25,1,174.0,1983-09-25,610.9,4,3,2,Flood
INDOFLOODS-gauge-429-46,1984-06-18,1984-06-19,9.75,1984-06-18,1,180.3,1984-06-18,314.7,2,1,2,Flood
INDOFLOODS-gauge-429-47,1984-07-04,1984-07-08,9.71,1984-07-05,1,177.2,1984-07-05,773.3,5,2,4,Flood
INDOFLOODS-gauge-429-48,1984-07-14,1984-07-20,9.71,1984-07-15,1,176.5,1984-07-15,1072.6,7,2,6,Flood
INDOFLOODS-gauge-429-49,1984-09-30,1984-10-01,9.87,1984-09-30,1,195.5,1984-09-30,336.6,2,1,2,Flood
INDOFLOODS-gauge-429-50,1984-10-03,1984-10-06,9.95,1984-10-04,1,204.7,1984-10-04,708.6,4,2,3,Flood
INDOFLOODS-gauge-429-51,1984-10-08,1984-10-09,9.76,1984-10-08,1,193.1,1984-10-08,349.2,2,1,2,Flood
INDOFLOODS-gauge-429-52,1985-06-23,1985-07-05,11.9,1985-06-27,1,426.0,1985-06-27,3954.5,13,5,9,Severe Flood
INDOFLOODS-gauge-429-53,1985-07-12,1985-07-13,9.26,1985-07-13,1,141.5,1985-07-13,272.7,2,2,1,Flood
INDOFLOODS-gauge-429-54,1986-08-08,1986-08-14,12.17,1986-08-10,1,504.6,1986-08-10,2472.5,7,3,5,Severe Flood
INDOFLOODS-gauge-429-55,1986-11-07,1986-11-10,10.06,1986-11-08,1,277.1,1986-11-08,832.0,4,2,3,Severe Flood
INDOFLOODS-gauge-429-56,1987-06-27,1987-06-28,9.07,1987-06-27,1,159.3,1987-06-27,307.9,2,1,2,Flood
INDOFLOODS-gauge-429-57,1987-08-26,1987-08-27,9.59,1987-08-26,1,232.6,1987-08-26,410.2,2,1,2,Flood
INDOFLOODS-gauge-429-58,1987-10-31,1987-10-31,9.03,1987-10-31,1,183.9,1987-10-31,183.9,1,1,1,Flood
INDOFLOODS-gauge-429-59,1987-11-09,1987-11-09,9.19,1987-11-09,1,181.9,1987-11-09,181.9,1,1,1,Flood
INDOFLOODS-gauge-429-60,1988-07-18,1988-07-20,9.51,1988-07-19,1,231.1,1988-07-19,596.8,3,2,2,Flood
INDOFLOODS-gauge-429-61,1988-07-22,1988-07-23,9.27,1988-07-22,1,196.7,1988-07-22,369.1,2,1,2,Flood
INDOFLOODS-gauge-429-62,1988-09-03,1988-09-03,9.03,1988-09-03,1,175.3,1988-09-03,175.3,1,1,1,Flood
INDOFLOODS-gauge-429-63,1988-09-16,1988-09-20,9.36,1988-09-20,1,195.3,1988-09-20,921.6,5,5,1,Flood
INDOFLOODS-gauge-429-64,1989-06-14,1989-06-15,9.4,1989-06-15,1,190.4,1989-06-15,362.7,2,2,1,Flood
INDOFLOODS-gauge-429-65,1989-06-22,1989-06-25,9.98,1989-06-24,1,282.0,1989-06-24,945.3,4,3,2,Flood
INDOFLOODS-gauge-429-66,1989-07-18,1989-07-28,10.8,1989-07-24,1,346.6,1989-07-24,2803.6,11,7,5,Severe Flood
INDOFLOODS-gauge-429-67,1989-09-20,1989-09-22,10.56,1989-09-21,1,325.9,1989-09-21,737.1,3,2,2,Severe Flood
INDOFLOODS-gauge-429-68,1989-09-24,1989-09-25,9.42,1989-09-24,1,207.5,1989-09-24,389.9,2,1,2,Flood
INDOFLOODS-gauge-429-69,1989-09-27,1989-09-27,9.06,1989-09-27,1,183.4,1989-09-27,183.4,1,1,1,Flood
INDOFLOODS-gauge-429-70,1989-10-28,1989-10-28,9.82,1989-10-28,1,243.0,1989-10-28,243.0,1,1,1,Flood
INDOFLOODS-gauge-429-71,1989-10-30,1989-10-30,9.57,1989-10-30,1,221.0,1989-10-30,221.0,1,1,1,Flood
INDOFLOODS-gauge-429-72,1990-11-03,1990-11-05,10.4,1990-11-04,1,304.5,1990-11-04,793.7,3,2,2,Severe Flood
INDOFLOODS-gauge-429-73,1991-06-04,1991-06-14,12.52,1991-06-09,1,572.3,1991-06-09,4518.4,11,6,6,Severe Flood
INDOFLOODS-gauge-429-74,1991-06-19,1991-06-20,9.44,1991-06-20,1,246.3,1991-06-20,485.7,2,2,1,Flood
INDOFLOODS-gauge-429-75,1991-06-25,1991-06-27,9.54,1991-06-26,1,258.0,1991-06-26,695.9,3,2,2,Flood
INDOFLOODS-gauge-429-76,1991-06-29,1991-06-29,9.12,1991-06-29,1,214.5,1991-06-29,214.5,1,1,1,Flood
INDOFLOODS-gauge-429-77,1991-07-01,1991-07-01,9.18,1991-07-01,1,220.6,1991-07-01,220.6,1,1,1,Flood
INDOFLOODS-gauge-429-78,1991-07-12,1991-07-12,9.83,1991-07-12,1,288.8,1991-07-12,288.8,1,1,1,Flood
INDOFLOODS-gauge-429-79,1991-08-01,1991-08-02,10.11,1991-08-01,1,317.6,1991-08-01,563.8,2,1,2,Severe Flood
INDOFLOODS-gauge-429-80,1992-06-20,1992-06-21,9.18,1992-06-21,1,218.2,1992-06-21,425.4,2,2,1,Flood
INDOFLOODS-gauge-429-81,1992-07-09,1992-07-09,9.14,1992-07-09,1,214.7,1992-07-09,214.7,1,1,1,Flood
INDOFLOODS-gauge-429-82,1992-07-28,1992-08-01,10.96,1992-07-29,1,435.2,1992-07-29,1590.0,5,2,4,Severe Flood
INDOFLOODS-gauge-429-83,1992-08-05,1992-08-05,9.39,1992-08-05,1,241.0,1992-08-05,241.0,1,1,1,Flood
INDOFLOODS-gauge-429-84,1992-09-27,1992-09-27,9.14,1992-09-27,1,214.3,1992-09-27,214.3,1,1,1,Flood
INDOFLOODS-gauge-429-85,1992-10-09,1992-10-14,12.98,1992-10-11,1,679.9,1992-10-11,2611.6,6,3,4,Severe Flood
INDOFLOODS-gauge-429-86,1992-11-14,1992-11-18,13.15,1992-11-15,1,699.0,1992-11-15,2410.3,5,2,4,Severe Flood
INDOFLOODS-gauge-429-87,1993-06-06,1993-06-09,11.15,1993-06-07,1,400.6,1993-06-07,1240.5,4,2,3,Severe Flood
INDOFLOODS-gauge-429-88,1993-07-03,1993-07-04,9.78,1993-07-04,1,255.0,1993-07-04,471.5,2,2,1,Flood
INDOFLOODS-gauge-429-89,1993-07-16,1993-07-18,10.47,1993-07-17,1,323.2,1993-07-17,790.2,3,2,2,Severe Flood
INDOFLOODS-gauge-429-90,1993-10-04,1993-10-04,9.01,1993-10-04,1,187.2,1993-10-04,187.2,1,1,1,Flood
INDOFLOODS-gauge-429-91,1994-07-16,1994-07-18,9.78,1994-07-17,1,291.9,1994-07-17,818.6,3,2,2,Flood
INDOFLOODS-gauge-429-92,1994-08-01,1994-08-06,12.69,1994-08-03,1,720.6,1994-08-03,2773.3,6,3,4,Severe Flood
INDOFLOODS-gauge-429-93,1995-05-09,1995-05-11,10.88,1995-05-10,1,442.4,1995-05-10,1020.2,3,2,2,Severe Flood
INDOFLOODS-gauge-429-94,1995-06-17,1995-06-17,9.28,1995-06-17,1,240.1,1995-06-17,240.1,1,1,1,Flood
INDOFLOODS-gauge-429-95,1995-07-31,1995-08-01,10.34,1995-07-31,1,375.5,1995-07-31,665.1,2,1,2,Severe Flood
INDOFLOODS-gauge-429-96,1995-08-28,1995-09-03,9.78,1995-08-28,1,322.6,1995-08-28,1848.4,7,1,7,Flood
INDOFLOODS-gauge-429-97,1996-10-18,1996-10-20,10.01,1996-10-19,1,379.9,1996-10-19,949.6,3,2,2,Severe Flood
INDOFLOODS-gauge-429-98,1997-07-22,1997-07-22,9.11,1997-07-22,1,214.0,1997-07-22,214.0,1,1,1,Flood
INDOFLOODS-gauge-429-99,1997-07-24,1997-07-25,9.8,1997-07-24,1,297.8,1997-07-24,579.0,2,1,2,Flood
INDOFLOODS-gauge-429-100,1997-09-16,1997-09-16,9.57,1997-09-16,1,266.0,1997-09-16,266.0,1,1,1,Flood
INDOFLOODS-gauge-429-101,1997-10-22,1997-10-22,9.7,1997-10-22,1,276.5,1997-10-22,276.5,1,1,1,Flood
INDOFLOODS-gauge-429-102,1997-11-09,1997-11-10,9.52,1997-11-09,1,263.0,1997-11-09,495.5,2,1,2,Flood
INDOFLOODS-gauge-429-103,1998-06-29,1998-06-29,9.48,1998-06-29,1,254.9,1998-06-29,254.9,1,1,1,Flood
INDOFLOODS-gauge-429-104,1998-08-24,1998-08-24,9.11,1998-08-24,1,268.7,1998-08-24,268.7,1,1,1,Flood
INDOFLOODS-gauge-429-105,1998-09-09,1998-09-10,10.02,1998-09-10,1,341.0,1998-09-10,616.5,2,2,1,Severe Flood
INDOFLOODS-gauge-429-106,1998-10-11,1998-10-16,12.57,1998-10-13,1,800.0,1998-10-13,3196.5,6,3,4,Severe Flood
INDOFLOODS-gauge-429-107,1998-11-11,1998-11-11,9.2,1998-11-11,1,254.8,1998-11-11,254.8,1,1,1,Flood
INDOFLOODS-gauge-429-108,1998-11-14,1998-11-14,9.62,1998-11-14,1,282.2,1998-11-14,282.2,1,1,1,Flood
INDOFLOODS-gauge-429-109,1999-05-26,1999-05-26,9.15,1999-05-26,1,224.3,1999-05-26,224.3,1,1,1,Flood
INDOFLOODS-gauge-429-110,1999-05-31,1999-05-31,9.41,1999-05-31,1,245.2,1999-05-31,245.2,1,1,1,Flood
INDOFLOODS-gauge-429-111,1999-06-07,1999-06-15,11.25,1999-06-09,1,547.5,1999-06-09,3220.5,9,3,7,Severe Flood
INDOFLOODS-gauge-429-112,1999-10-17,1999-10-21,10.29,1999-10-20,1,371.0,1999-10-20,1600.1,5,4,2,Severe Flood
INDOFLOODS-gauge-429-113,2000-08-24,2000-08-29,11.66,2000-08-26,1,575.9,2000-08-26,2394.4,6,3,4,Severe Flood
INDOFLOODS-gauge-429-114,2000-09-28,2000-09-28,9.76,2000-09-28,1,311.4,2000-09-28,311.4,1,1,1,Flood
INDOFLOODS-gauge-429-115,2000-10-02,2000-10-02,9.31,2000-10-02,1,274.9,2000-10-02,274.9,1,1,1,Flood
INDOFLOODS-gauge-429-116,2001-07-09,2001-07-12,12.78,2001-07-10,1,677.46,2001-07-10,2236.95,4,2,3,Severe Flood
INDOFLOODS-gauge-429-117,2001-11-17,2001-11-17,10.02,2001-11-17,1,371.84,2001-11-17,371.84,1,1,1,Severe Flood
INDOFLOODS-gauge-429-118,2003-10-08,2003-10-08,9.54,2003-10-08,1,297.56,2003-10-08,297.56,1,1,1,Flood
INDOFLOODS-gauge-429-119,2004-06-19,2004-06-19,9.06,2004-06-19,1,265.87,2004-06-19,265.87,1,1,1,Flood
INDOFLOODS-gauge-429-120,2004-08-05,2004-08-06,9.3,2004-08-05,1,264.09,2004-08-05,525.94,2,1,2,Flood
INDOFLOODS-gauge-429-121,2005-07-29,2005-07-29,9.05,2005-07-29,1,203.1,2005-07-29,203.1,1,1,1,Flood
INDOFLOODS-gauge-429-122,2005-08-01,2005-08-03,11.1,2005-08-02,1,404.3,2005-08-02,942.8,3,2,2,Severe Flood
INDOFLOODS-gauge-429-123,2006-06-24,2006-06-24,9.29,2006-06-24,1,251.87,2006-06-24,251.87,1,1,1,Flood
INDOFLOODS-gauge-429-124,2006-09-26,2006-09-26,9.31,2006-09-26,1,277.6,2006-09-26,277.6,1,1,1,Flood
INDOFLOODS-gauge-429-125,2006-10-30,2006-10-30,9.53,2006-10-30,1,302.6,2006-10-30,302.6,1,1,1,Flood
INDOFLOODS-gauge-429-126,2006-11-01,2006-11-01,9.27,2006-11-01,1,273.2,2006-11-01,273.2,1,1,1,Flood
INDOFLOODS-gauge-429-127,2007-06-23,2007-06-24,9.84,2007-06-23,1,306.62,2007-06-23,552.01,2,1,2,Flood
INDOFLOODS-gauge-429-128,2007-07-17,2007-07-21,11.89,2007-07-18,1,578.63,2007-07-18,2013.73,5,2,4,Severe Flood
INDOFLOODS-gauge-429-129,2007-10-25,2007-10-25,9.4,2007-10-25,1,285.3,2007-10-25,285.3,1,1,1,Flood
INDOFLOODS-gauge-429-130,2009-07-18,2009-07-18,9.32,2009-07-18,1,258.74,2009-07-18,258.74,1,1,1,Flood
INDOFLOODS-gauge-429-131,2009-10-03,2009-10-04,10.06,2009-10-03,1,301.92,2009-10-03,539.82,2,1,2,Severe Flood
INDOFLOODS-gauge-429-132,2010-07-20,2010-07-21,9.46,2010-07-20,1,273.37,2010-07-20,493.88,2,1,2,Flood
INDOFLOODS-gauge-429-133,2010-08-16,2010-08-16,9.7,2010-08-16,1,279.0,2010-08-16,279.0,1,1,1,Flood
INDOFLOODS-gauge-429-134,2010-10-04,2010-10-04,9.78,2010-10-04,1,283.57,2010-10-04,283.57,1,1,1,Flood
INDOFLOODS-gauge-429-135,2010-10-07,2010-10-09,9.65,2010-10-07,1,284.76,2010-10-07,733.98,3,1,3,Flood
INDOFLOODS-gauge-429-136,2010-11-22,2010-11-25,11.02,2010-11-23,1,505.64,2010-11-23,1624.04,4,2,3,Severe Flood
INDOFLOODS-gauge-429-137,2011-06-06,2011-06-06,9.12,2011-06-06,1,225.23,2011-06-06,225.23,1,1,1,Flood
INDOFLOODS-gauge-429-138,2012-08-18,2012-08-18,9.41,2012-08-18,1,225.24,2012-08-18,225.24,1,1,1,Flood
INDOFLOODS-gauge-429-139,2013-06-25,2013-06-27,10.06,2013-06-27,1,336.35,2013-06-27,926.73,3,3,1,Severe Flood
INDOFLOODS-gauge-429-140,2013-08-06,2013-08-06,9.82,2013-08-06,1,329.63,2013-08-06,329.63,1,1,1,Flood
INDOFLOODS-gauge-429-141,2013-09-18,2013-09-18,9.07,2013-09-18,1,233.17,2013-09-18,233.17,1,1,1,Flood
INDOFLOODS-gauge-429-142,2014-08-23,2014-08-25,11.53,2014-08-24,1,520.6,2014-08-24,1215.03,3,2,2,Severe Flood
INDOFLOODS-gauge-429-143,2014-09-02,2014-09-04,9.8,2014-09-02,1,295.54,2014-09-02,844.22,3,1,3,Flood
